name,remoteURL
microsoft/service-fabric,https://github.com/microsoft/service-fabric
microsoft/terminal,https://github.com/microsoft/terminal
microsoft/verona,https://github.com/microsoft/verona
microsoft/wslg,https://github.com/microsoft/wslg
mindspore-ai/mindspore,https://github.com/mindspore-ai/mindspore
minetest/minetest,https://github.com/minetest/minetest
mit-nlp/MITIE,https://github.com/mit-nlp/MITIE
mixxxdj/mixxx,https://github.com/mixxxdj/mixxx
mobile-shell/mosh,https://github.com/mobile-shell/mosh
mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech
mumble-voip/mumble,https://github.com/mumble-voip/mumble
mysql/mysql-server,https://github.com/mysql/mysql-server
nanocurrency/nano-node,https://github.com/nanocurrency/nano-node
nasa/fprime,https://github.com/nasa/fprime
nem0/LumixEngine,https://github.com/nem0/LumixEngine
neutralinojs/neutralinojs,https://github.com/neutralinojs/neutralinojs
ninja-build/ninja,https://github.com/ninja-build/ninja
nlohmann/json,https://github.com/nlohmann/json
nodegui/nodegui,https://github.com/nodegui/nodegui
oatpp/oatpp,https://github.com/oatpp/oatpp
obsproject/obs-websocket,https://github.com/obsproject/obs-websocket
oclint/oclint,https://github.com/oclint/oclint
ocornut/imgui,https://github.com/ocornut/imgui
oguzhaninan/Stacer,https://github.com/oguzhaninan/Stacer
oneapi-src/oneDNN,https://github.com/oneapi-src/oneDNN
openMVG/openMVG,https://github.com/openMVG/openMVG
openalpr/openalpr,https://github.com/openalpr/openalpr
opencv/opencv,https://github.com/opencv/opencv
opencv/opencv_contrib,https://github.com/opencv/opencv_contrib
openframeworks/openFrameworks,https://github.com/openframeworks/openFrameworks
openthread/openthread,https://github.com/openthread/openthread
opentoonz/opentoonz,https://github.com/opentoonz/opentoonz
openvinotoolkit/openvino,https://github.com/openvinotoolkit/openvino
osquery/osquery,https://github.com/osquery/osquery
ossrs/srs,https://github.com/ossrs/srs
panda3d/panda3d,https://github.com/panda3d/panda3d
patriciogonzalezvivo/glslViewer,https://github.com/patriciogonzalezvivo/glslViewer
pavel-odintsov/fastnetmon,https://github.com/pavel-odintsov/fastnetmon
pezy/CppPrimer,https://github.com/pezy/CppPrimer
pezy/LeetCode,https://github.com/pezy/LeetCode
phusion/passenger,https://github.com/phusion/passenger
pistacheio/pistache,https://github.com/pistacheio/pistache
plaidml/plaidml,https://github.com/plaidml/plaidml
pmq20/node-packer,https://github.com/pmq20/node-packer
polybar/polybar,https://github.com/polybar/polybar
pqrs-org/Karabiner-Elements,https://github.com/pqrs-org/Karabiner-Elements
progschj/ThreadPool,https://github.com/progschj/ThreadPool
project-chip/connectedhomeip,https://github.com/project-chip/connectedhomeip
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf
prusa3d/PrusaSlicer,https://github.com/prusa3d/PrusaSlicer
pybind/pybind11,https://github.com/pybind/pybind11
pytorch/glow,https://github.com/pytorch/glow
pytorch/pytorch,https://github.com/pytorch/pytorch
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent
qinguoyi/TinyWebServer,https://github.com/qinguoyi/TinyWebServer
rakshasa/rtorrent,https://github.com/rakshasa/rtorrent
rapidsai/cudf,https://github.com/rapidsai/cudf
rapidsai/cuml,https://github.com/rapidsai/cuml
react-native-linear-gradient/react-native-linear-gradient,https://github.com/react-native-linear-gradient/react-native-linear-gradient
recastnavigation/recastnavigation,https://github.com/recastnavigation/recastnavigation
redpanda-data/redpanda,https://github.com/redpanda-data/redpanda
relativty/Relativty,https://github.com/relativty/Relativty
rethinkdb/rethinkdb,https://github.com/rethinkdb/rethinkdb
ricochet-im/ricochet,https://github.com/ricochet-im/ricochet
rizinorg/cutter,https://github.com/rizinorg/cutter
rizonesoft/Notepad3,https://github.com/rizonesoft/Notepad3
rizsotto/Bear,https://github.com/rizsotto/Bear
root-project/cling,https://github.com/root-project/cling
rui314/mold,https://github.com/rui314/mold
sass/node-sass,https://github.com/sass/node-sass
scottbez1/smartknob,https://github.com/scottbez1/smartknob
scylladb/scylladb,https://github.com/scylladb/scylladb
sebastianstarke/AI4Animation,https://github.com/sebastianstarke/AI4Animation
shadowsocks/shadowsocks-qt5,https://github.com/shadowsocks/shadowsocks-qt5
skyline-emu/skyline,https://github.com/skyline-emu/skyline
slic3r/Slic3r,https://github.com/slic3r/Slic3r
snowie2000/mactype,https://github.com/snowie2000/mactype
sogou/workflow,https://github.com/sogou/workflow
sonic-pi-net/sonic-pi,https://github.com/sonic-pi-net/sonic-pi
spotify/annoy,https://github.com/spotify/annoy
spotify/pedalboard,https://github.com/spotify/pedalboard
spring/spring,https://github.com/spring/spring
sqlitebrowser/sqlitebrowser,https://github.com/sqlitebrowser/sqlitebrowser
srsran/srsRAN,https://github.com/srsran/srsRAN
ssloy/tinyrenderer,https://github.com/ssloy/tinyrenderer
supercollider/supercollider,https://github.com/supercollider/supercollider
swoole/swoole-src,https://github.com/swoole/swoole-src
symless/synergy-core,https://github.com/symless/synergy-core
sysown/proxysql,https://github.com/sysown/proxysql
szad670401/HyperLPR,https://github.com/szad670401/HyperLPR
taichi-dev/taichi,https://github.com/taichi-dev/taichi
tdlib/td,https://github.com/tdlib/td
tekezo/Karabiner,https://github.com/tekezo/Karabiner
telegramdesktop/tdesktop,https://github.com/telegramdesktop/tdesktop
tensorflow/minigo,https://github.com/tensorflow/minigo
tensorflow/serving,https://github.com/tensorflow/serving
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract
thestinger/termite,https://github.com/thestinger/termite
tindy2013/stairspeedtest-reborn,https://github.com/tindy2013/stairspeedtest-reborn
tiny-dnn/tiny-dnn,https://github.com/tiny-dnn/tiny-dnn
tinyobjloader/tinyobjloader,https://github.com/tinyobjloader/tinyobjloader
tjanczuk/edge,https://github.com/tjanczuk/edge
tomahawk-player/tomahawk,https://github.com/tomahawk-player/tomahawk
tomlooman/EpicSurvivalGame,https://github.com/tomlooman/EpicSurvivalGame
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk
transmission/transmission,https://github.com/transmission/transmission
trapexit/mergerfs,https://github.com/trapexit/mergerfs
trojan-gfw/trojan,https://github.com/trojan-gfw/trojan
tstack/lnav,https://github.com/tstack/lnav
typesense/typesense,https://github.com/typesense/typesense
uNetworking/uWebSockets,https://github.com/uNetworking/uWebSockets
